,Oil,Russia,China,Korea,Brazil,Mexico,US,Italy,France,German,Netherlands,UK
2008-04-01 00:00:00,0.3976641861661839,0.3907999903754396,0.5553222590756918,0.3618892008447916,0.454453832969048,0.3547786873155099,0.230898169,0.2203182182439442,0.2355735803529628,0.2312848065719744,0.2387482397574913,0.2336149392757664
2008-04-02 00:00:00,0.3928376650319115,0.3936502258103205,0.550311851646699,0.3621032855284575,0.4579385981463003,0.3502310155595212,0.238573113,0.2094929357785074,0.2290189300169213,0.2304902386319867,0.2366051698179514,0.2295205437103616
2008-04-03 00:00:00,0.3950051567726568,0.3974589797947265,0.5295221087860081,0.3476028101681637,0.4420899133939688,0.3450373998081638,0.238565139,0.2160082383434148,0.2398487811253161,0.2375340796667649,0.243341179104845,0.2341456387790386
2008-04-04 00:00:00,0.3944333557461237,0.398598185084445,0.5216080430391979,0.3476668835907695,0.4391521929051751,0.3468247246345511,0.230920153,0.2100264182301137,0.229424905745658,0.2255175807194858,0.232244468246042,0.2217221965732137
2008-04-07 00:00:00,0.4208965722317322,0.3972166170896906,0.5249586917040677,0.352175578512915,0.4366226581317342,0.3479248798453048,0.227571737,0.2124738066262318,0.2237600976203329,0.2246134303004186,0.2282421746706847,0.2161573551545054
2008-04-08 00:00:00,0.4133851122641236,0.393536639682612,0.547860183338308,0.3506245627732111,0.4350756123779603,0.3498658586330991,0.229248449,0.2113728664153551,0.2298512062915596,0.2298575440471758,0.2311472488122992,0.2198893775345128
2008-04-09 00:00:00,0.420442268503475,0.3770988714072784,0.539009379392402,0.3490254111339457,0.4341255491127029,0.3528527286663134,0.234779035,0.2055259209793887,0.2294926336966298,0.2324582303100853,0.2270914548008578,0.2169928775291565
2008-04-10 00:00:00,0.401641651476213,0.3897207940173413,0.5187322782039573,0.3467578361999487,0.4328372037633762,0.3448461742971406,0.224691617,0.214858379431462,0.2267948056637875,0.227746332177574,0.2327265104670684,0.2183509778450399
2008-04-11 00:00:00,0.3952398920898967,0.3976435864900628,0.5137181258858573,0.3490093497853839,0.43860509885347,0.3461285891191503,0.238996582,0.217068014315569,0.2359679525917971,0.2366441692805074,0.2353334383827458,0.2263330959222338
2008-04-14 00:00:00,0.4056567252649233,0.3992776706513008,0.5325637322209265,0.3580539880031929,0.4441824472725061,0.3631456300922146,0.243893912,0.2264822067673358,0.2465797252957561,0.2467485195564278,0.2414914236018775,0.2376463024520057
2008-04-15 00:00:00,0.4115569090861355,0.3921200957799177,0.5097710053233465,0.3530504519533675,0.4319359789572697,0.3490957159895826,0.232037019,0.2176959610325171,0.2416576636378231,0.2396836204748965,0.23291107429487,0.2283738293213644
2008-04-16 00:00:00,0.4132584020441721,0.3639871558492915,0.46313744950365,0.338508945927877,0.4087667877353953,0.3308396144932525,0.209371462,0.2109746672649037,0.2201437156850161,0.223859681270674,0.2204314868935833,0.2119078302441629
2008-04-17 00:00:00,0.4137433871058091,0.3777219458833584,0.4670221787797485,0.3360223736368857,0.4030331381229988,0.3362832031033843,0.211871044,0.2128572436363862,0.2215029673578161,0.2228369033027722,0.2203636796001328,0.2136308957984777
2008-04-18 00:00:00,0.4054285433706385,0.3678417102178558,0.4511288178217235,0.3275925771428747,0.3993370094247132,0.3266055774878542,0.200426405,0.1925940633630704,0.2010109352904408,0.2038266043502026,0.202026529030574,0.1972210151187778
2008-04-21 00:00:00,0.4004700377984889,0.3420129910282113,0.4220891779959963,0.3301096754721615,0.3973070953550252,0.3154817641215375,0.203331848,0.2018338442093901,0.2115004853894418,0.2113953366573662,0.2105998988283822,0.2025199793662373
2008-04-22 00:00:00,0.410392321247026,0.3376764064191915,0.4488401467762106,0.319033789752053,0.4056837366801892,0.3162694555090814,0.210471867,0.1957365041308355,0.2142569581868973,0.214578762194869,0.2148325125565656,0.2059858855129588
2008-04-23 00:00:00,0.3918727551409663,0.3403763767865417,0.4791621822246361,0.3033704656323096,0.3946402528150676,0.3160706484560681,0.199718992,0.2065057499173601,0.2053130064170329,0.209591282707115,0.2093865748988709,0.1957186349696087
